Gene	Age	dnds	Degree	cai	GC_content	essentiality	marginal_essentiality	phylogenetic_capacitance
YNL300W	SCER_S28	0.154433333333	3	0.335	0.493	0	0.054172009	4
YNL301C	pre_Eukaryota	0.1984	66	0.68	0.45	0	0.039471818	6
YNL302C	N/A	0.1209	25	0.757	0.44	0	0.191794103	4
YNL304W	Eukaryota	0.0791	11	0.108	0.417	0	0.022230053	4
YNL305C	N/A	0.05095	3	0.1	0.485	0	0.19062305	3
YNL306W	Fungi	0.0675333333333	34	0.138	0.41	1	0.10996993	4
YNL307C	Eukaryota	0.02295	161	0.159	0.409	0	0.284091547	5
YNL308C	Eukaryota	0.0718666666667	56	0.195	0.396	1	0.109278348	4
YNL309W	SCER_S28	0.1347	6	0.098	0.461	0	0.080724359	3
YNL310C	N/A	0.08305	2	0.128	0.455	1	0.114837726	4
YNL311C	SCER_S28	0.0693	15	0.141	0.363	0	0.016056681	3
YNL312W	Eukaryota	0.03625	27	0.194	0.416	1	0.069695534	5
YNL313C	pre_Eukaryota	0.06415	19	0.158	0.397	1	0.084157601	4
YNL314W	SCER_S28	0.0904	13	0.096	0.444	0	0.312889734	4
YNL315C	Eukaryota	0.10105	11	0.147	0.4	0	0.266217882	4
YNL316C	pre_Eukaryota	0.1432	4	0.148	0.397	0	0.019651349	3
YNL317W	pre_Eukaryota	0.0264	28	0.117	0.41	1	0.062985045	5
YNL318C	N/A	0.0488	3	0.107	0.361	0	0.020982463	3
YNL320W	Eukaryota	0.0524	0	0.133	0.386	0	0.080056576	3
YNL321W	pre_Eukaryota	0.0303	7	0.145	0.435	0	0.026451893	4
YNL322C	N/A	0.174833333333	3	0.139	0.485	0	0.03982327	4
YNL323W	Eukaryota	0.1409	13	0.138	0.399	0	0.351298537	3
YNL325C	N/A	0.0533	6	0.155	0.36	0	0.035665487	5
YNL326C	pre_Eukaryota	0.0836	6	0.112	0.39	0	0.034857676	4
YNL327W	SCER_S28	0.30665	4	0.153	0.409	0	0.0203721	4
YNL328C	Eukaryota	0.0639	5	0.108	0.445	0	0.079786431	4
YNL329C	pre_Eukaryota	0.0891	8	0.119	0.39	0	0.275828134	5
YNL330C	pre_Eukaryota	0.0101	41	0.143	0.41	0	0.075430313	6
YNL331C	pre_Eukaryota	0.0552	3	0.125	0.418	0	0.091827035	4
YNL333W	pre_Eukaryota	0.0426333333333	11	0.2	0.468	0	0.032111876	6
YNL339C	N/A	0.3661	5	0.106	0.449	0	0.116683001	3
YNR001C	pre_Eukaryota	0.0229666666667	3	0.254	0.398	0	0.237473808	5
YNR002C	N/A	0.0336	4	0.157	0.465	0	0.025720662	4
YNR003C	Eukaryota	0.0231333333333	27	0.141	0.401	1	0.03238325	5
YNR004W	SCER_S28	0.150333333333	3	0.163	0.349	0	0.195690318	4
YNR006W	pre_Eukaryota	0.104766666667	21	0.136	0.406	0	0.248716731	4
YNR007C	Eukaryota	0.1048	10	0.136	0.392	0	0.093489637	4
YNR008W	Eukaryota	0.0486	2	0.134	0.423	0	0.033866678	4
YNR009W	SCER_S28	0.19305	3	0.135	0.424	0	0.028464326	4
YNR010W	SCER_S28	0.14955	42	0.132	0.378	0	0.451301512	4
YNR011C	pre_Eukaryota	0.0576	15	0.129	0.385	1	0.068707673	4
YNR012W	pre_Eukaryota	0.0573	8	0.168	0.382	0	0.038597698	3
YNR013C	pre_Eukaryota	0.0441	11	0.187	0.421	0	0.040933228	3
YNR014W	N/A	0.09745	3	0.127	0.539	0	0.118632631	4
YNR015W	pre_Eukaryota	0.0727	0	0.14	0.477	0	0.028829557	4
YNR016C	pre_Eukaryota	0.0239	34	0.328	0.409	1	0.069433953	4
YNR017W	Eukaryota	0.0372	28	0.117	0.494	1	0.093697642	4
YNR018W	Fungi	0.0228	0	0.166	0.475	0	0.07871215	4
YNR019W	Eukaryota	0.06705	15	0.192	0.409	0	0.034272724	4
YNR020C	N/A	0.02815	0	0.111	0.412	0	0.453348128	4
YNR021W	N/A	0.0861	4	0.253	0.375	0	0.013837805	3
YNR022C	SCER_S28	0.287033333333	6	0.158	0.403	0	0.074946856	3
YNR023W	Eukaryota	0.1367	19	0.124	0.388	0	0.071419691	3
YNR024W	SCER_S28	0.3683	25	0.139	0.378	0	0.024324593	2
YNR026C	N/A	0.1314	4	0.137	0.399	1	0.064749957	3
YNR027W	pre_Eukaryota	0.1462	3	0.101	0.44	0	0.044649811	3
YNR028W	pre_Eukaryota	0.18105	4	0.137	0.393	0	0.027121562	1
YNR029C	pre_Eukaryota	0.071	6	0.145	0.402	0	0.037501139	4
YNR030W	Eukaryota	0.0857	5	0.203	0.391	0	0.037666451	3
YNR031C	pre_Eukaryota	0.0178	20	0.145	0.379	0	0.132636076	3
YNR032W	pre_Eukaryota	0.03225	9	0.134	0.423	0	0.372492251	4
YNR033W	pre_Eukaryota	0.1117	5	0.136	0.418	0	0.027601784	3
YNR034W	pre_Eukaryota	0.0519	14	0.121	0.433	0	0.036421389	4
YNR035C	Eukaryota	0.0679666666667	26	0.223	0.42	1	0.064529789	5
YNR036C	pre_Eukaryota	0.029	13	0.093	0.495	0	0.414419799	4
YNR037C	pre_Eukaryota	0.0308	22	0.088	0.487	0	0.518298157	4
YNR038W	N/A	0.1133	10	0.187	0.385	1	0.078193375	4
YNR039C	Fungi	0.10625	8	0.116	0.394	0	0.0135776	4
YNR040W	SCER_S28	0.120833333333	1	0.113	0.449	0	0.011409901	4
YNR041C	pre_Eukaryota	0.08395	3	0.107	0.475	0	0.215388935	3
YNR043W	pre_Eukaryota	0.0457	5	0.2	0.434	1	0.029425267	3
YNR044W	N/A	0.688	3	0.135	0.418	0	0.062193924	2
YNR045W	SCER_S28	0.15045	3	0.104	0.417	0	0.318238717	3
YNR046W	pre_Eukaryota	0.0386	7	0.173	0.481	1	0.063170149	3
YNR047W	pre_Eukaryota	0.0245	25	0.144	0.409	0	0.1704676	4
YNR048W	Eukaryota	0.11	2	0.119	0.412	0	0.155574985	3
YNR049C	SCER_S28	0.121733333333	10	0.096	0.443	0	0.099983036	4
YNR050C	pre_Eukaryota	0.049	12	0.332	0.417	0	0.020093627	5
YNR051C	SCER_S28	0.152333333333	373	0.179	0.397	0	0.23195553	4
YNR052C	Eukaryota	0.03875	43	0.118	0.442	0	0.407669442	4
YNR053C	pre_Eukaryota	0.03475	57	0.219	0.416	1	0.122234628	5
YNR054C	Eukaryota	0.0985	40	0.179	0.409	1	0.04306763	5
YNR055C	N/A	0.0358	6	0.191	0.427	0	0.026757998	3
YNR056C	N/A	0.0385	3	0.152	0.404	0	0.040386302	3
YNR057C	N/A	0.25225	0	0.11	0.46	0	0.027238268	4
YNR058W	pre_Eukaryota	0.04455	6	0.158	0.432	0	0.042218968	4
YNR059W	SCER_S28	0.263666666667	4	0.115	0.384	0	0.012211437	2
YNR060W	N/A	0.1028	3	0.144	0.399	0	0.032357946	4
YNR061C	SCER_S28	0.2884	0	0.151	0.382	0	0.014450977	1
YNR062C	N/A	0.13325	1	0.098	0.409	0	0.01844707	3
YNR063W	Fungi	0.7026	0	0.119	0.371	0	0.026067936	4
YNR064C	pre_Eukaryota	0.117166666667	4	0.158	0.41	0	0.021607811	4
YNR067C	N/A	0.1154	3	0.155	0.389	0	0.018810811	3
YNR069C	SCER_S28	0.20045	8	0.109	0.4	0	0.015780498	2
YNR070W	N/A	0.0909	4	0.168	0.395	0	0.140501651	4
YNR071C	pre_Eukaryota	0.055	2	0.227	0.418	0	0.001579643	4
YNR072W	pre_Eukaryota	0.0683	4	0.201	0.418	0	0.024110757	4
YNR073C	N/A	0.0422	0	0.256	0.446	0	0.166897039	4
YNR074C	pre_Eukaryota	0.1006	0	0.137	0.402	0	0.121262179	2
YOL001W	Eukaryota	0.08295	263	0.104	0.372	0	0.157832151	4
YOL002C	pre_Eukaryota	0.0403333333333	1	0.125	0.371	0	0.050497056	4
YOL003C	pre_Eukaryota	0.1393	15	0.123	0.391	0	0.036077096	3
YOL005C	pre_Eukaryota	0.00576666666667	35	0.15	0.5	1	0.119694269	4
YOL007C	N/A	0.0829	2	0.142	0.396	0	0.075516281	3
YOL008W	Eukaryota	0.1032	1	0.111	0.383	0	0.266094478	4
YOL009C	Fungi	0.0899	4	0.109	0.383	0	0.345734971	4
YOL010W	pre_Eukaryota	0.0386333333333	25	0.162	0.402	1	0.083294867	5
YOL011W	Eukaryota	0.0622666666667	2	0.162	0.413	0	0.03026324	4
YOL012C	Eukaryota	0.0142666666667	71	0.17	0.433	0	0.245925391	6
YOL013C	Eukaryota	0.1341	52	0.114	0.379	0	0.04804844	4
YOL014W	SCER_S28	0.249433333333	1	0.117	0.414	0	0.026303392	3
YOL015W	SCER_S28	0.0994	1	0.146	0.363	0	0.039559169	2
YOL016C	pre_Eukaryota	0.04375	26	0.164	0.403	0	0.164088472	4
YOL017W	SCER_S28	0.2484	6	0.129	0.377	0	0.030710576	2
YOL018C	Eukaryota	0.1139	55	0.123	0.382	0	0.031749316	4
YOL019W	N/A	0.13605	3	0.136	0.412	0	0.06416753	4
YOL020W	pre_Eukaryota	0.0504333333333	8	0.141	0.439	0	0.014070876	4
YOL021C	pre_Eukaryota	0.0494333333333	38	0.178	0.413	1	0.053311282	5
YOL022C	Eukaryota	0.06485	2	0.164	0.391	1	0.08665227	4
YOL023W	N/A	0.0759	2	0.146	0.37	0	0.286209052	3
YOL024W	N/A	0.3185	0	0.111	0.36	0	0.028583703	1
YOL025W	N/A	0.20915	10	0.127	0.376	0	0.049045549	4
YOL026C	N/A	0.0855333333333	2	0.072	0.51	1	0.065860169	4
YOL027C	N/A	0.0929	52	0.189	0.416	0	0.34300571	4
YOL028C	SCER_S28	0.217866666667	8	0.116	0.434	0	0.020959047	4
YOL030W	Fungi	0.0567666666667	7	0.271	0.427	0	0.029887518	5
YOL031C	Eukaryota	0.2108	4	0.153	0.38	0	0.016764926	4
YOL032W	Eukaryota	0.0455	1	0.091	0.409	0	0.152542835	4
YOL033W	pre_Eukaryota	0.1063	5	0.134	0.388	0	0.492188871	3
YOL034W	pre_Eukaryota	0.0219	23	0.164	0.365	1	0.118323697	4
YOL036W	SCER_S28	0.1954	7	0.115	0.417	0	0.005538356	4
YOL038W	pre_Eukaryota	0.0182666666667	43	0.156	0.459	1	0.159739826	4
YOL039W	pre_Eukaryota	0.103466666667	18	0.804	0.475	0	0.02302901	5
YOL040C	N/A	0.1365	52	0.769	0.451	1	0.078573282	6
YOL041C	Eukaryota	0.1128	78	0.216	0.365	0	0.069789977	5
YOL042W	Eukaryota	0.0407333333333	0	0.128	0.365	0	0.024838968	4
YOL043C	pre_Eukaryota	0.0774	5	0.118	0.393	0	0.035389747	3
YOL044W	SCER_S28	0.3135	15	0.108	0.37	0	0.039512944	2
YOL047C	N/A	0.1239	1	0.093	0.433	0	0.014650219	3
YOL048C	N/A	0.0355333333333	1	0.127	0.378	0	0.056618042	4
YOL049W	N/A	0.14625	4	0.153	0.379	0	0.159503123	4
YOL053W	N/A	0.1516	3	0.104	0.404	0	0.027598556	3
YOL054W	Eukaryota	0.1089	32	0.137	0.425	0	0.041119668	3
YOL055C	N/A	0.0577	1	0.256	0.397	0	0.020898058	4
YOL056W	pre_Eukaryota	0.09385	3	0.162	0.405	0	0.021440077	3
YOL057W	N/A	0.0542	3	0.173	0.391	0	0.020630398	3
YOL058W	pre_Eukaryota	0.0425	7	0.403	0.44	0	0.021716254	5
YOL059W	pre_Eukaryota	0.0602	15	0.212	0.452	0	0.033725474	4
YOL060C	N/A	0.05775	3	0.153	0.437	0	0.026959506	4
YOL061W	pre_Eukaryota	0.0171333333333	11	0.192	0.433	0	0.031219049	5
YOL062C	Eukaryota	0.05405	7	0.136	0.409	0	0.054194154	3
YOL063C	SCER_S28	0.0888333333333	4	0.131	0.392	0	0.108765587	4
YOL064C	pre_Eukaryota	0.03045	2	0.2	0.407	0	0.153033631	5
YOL065C	Eukaryota	0.1027	6	0.114	0.386	0	0.062608593	4
YOL066C	pre_Eukaryota	0.0342	1	0.135	0.438	1	0.090335084	3
YOL067C	SCER_S28	0.0308	4	0.116	0.501	0	0.290186529	3
YOL068C	pre_Eukaryota	0.0471	12	0.133	0.376	0	0.008129798	4
YOL069W	Eukaryota	0.09715	47	0.139	0.36	1	0.056061634	4
YOL070C	SCER_S28	0.1224	17	0.115	0.432	0	0.01044727	3
YOL071W	N/A	0.14915	2	0.149	0.43	0	0.238469719	3
YOL072W	Eukaryota	0.11815	13	0.11	0.415	0	0.233020843	3
YOL073C	Eukaryota	0.1127	2	0.082	0.451	0	NaN	3
YOL076W	N/A	0.1668	5	0.159	0.347	0	0.198109988	4
YOL077C	Eukaryota	0.0128	81	0.232	0.371	1	0.041390348	5
YOL078W	Eukaryota	0.0689	17	0.122	0.384	1	0.041925555	4
YOL080C	Eukaryota	0.11535	2	0.159	0.382	0	0.010885883	5
YOL081W	Eukaryota	0.0373	14	0.139	0.372	0	0.162223547	3
YOL082W	SCER_S28	0.2807	29	0.181	0.4	0	0.010203756	2
YOL083W	SCER_S28	0.18385	17	0.13	0.372	0	0.009847557	1
YOL084W	N/A	0.0917	2	0.157	0.441	0	0.015500716	3
YOL086C	pre_Eukaryota	0.1913	51	0.811	0.483	0	0.220954849	6
YOL087C	pre_Eukaryota	0.07645	20	0.132	0.393	0	0.1748856	4
YOL088C	pre_Eukaryota	0.2327	9	0.174	0.381	0	0.034348779	4
YOL090W	pre_Eukaryota	0.03325	31	0.177	0.367	0	0.155639434	5
YOL091W	SCER_S28	0.1219	27	0.16	0.337	0	0.20772699	4
YOL092W	N/A	0.0883333333333	2	0.155	0.399	0	0.02511145	4
YOL093W	Eukaryota	0.0828	1	0.122	0.429	0	0.029710085	4
YOL094C	pre_Eukaryota	0.02425	26	0.152	0.395	1	0.043826615	5
YOL095C	pre_Eukaryota	0.0744	0	0.129	0.363	0	0.349844638	3
YOL096C	N/A	0.0759333333333	2	0.139	0.41	0	0.35333585	4
YOL097C	pre_Eukaryota	0.0353	6	0.286	0.414	1	0.069362557	4
YOL098C	pre_Eukaryota	0.0638	14	0.191	0.374	0	0.031872026	4
YOL100W	pre_Eukaryota	0.1052	16	0.135	0.374	0	0.255193652	3
YOL101C	pre_Eukaryota	0.08425	4	0.121	0.345	0	0.018346743	4
YOL102C	Eukaryota	0.127666666667	5	0.112	0.378	1	0.080189591	3
YOL103W	pre_Eukaryota	0.04735	2	0.172	0.395	0	0.031010405	5
YOL104C	SCER_S28	0.232366666667	9	0.134	0.367	0	0.018472561	1
YOL105C	Fungi	0.2358	12	0.133	0.424	0	0.02459488	3
YOL107W	Eukaryota	0.0648	3	0.156	0.358	0	0.020112792	3
YOL108C	SCER_S28	0.0632	26	0.083	0.408	0	0.088436908	3
YOL109W	SCER_S28	0.230466666667	11	0.583	0.416	0	0.157504656	4
YOL110W	SCER_S28	0.18895	2	0.057	0.553	0	0.170556369	4
YOL111C	pre_Eukaryota	0.23005	13	0.171	0.459	0	0.027161006	4
YOL112W	Eukaryota	0.117	10	0.104	0.41	0	0.038840548	4
YOL113W	pre_Eukaryota	0.119466666667	48	0.112	0.386	0	0.020550496	4
YOL114C	N/A	0.137033333333	0	0.13	0.386	0	0.074693829	3
YOL115W	Eukaryota	0.0583	24	0.148	0.383	0	0.093215789	5
YOL116W	SCER_S28	0.0732	5	0.104	0.406	0	0.003175869	4
YOL117W	SCER_S28	0.1491	10	0.131	0.352	0	0.013368876	4
YOL119C	N/A	0.04395	3	0.113	0.403	0	0.026329752	3
YOL120C	N/A	0.2636	68	0.812	0.439	1	0.072266668	6
YOL121C	N/A	0.1264	9	0.794	0.433	0	0.063725419	4
YOL122C	N/A	0.0517	5	0.175	0.393	0	0.036889592	3
YOL123W	Eukaryota	0.0246	38	0.243	0.414	1	0.087847931	4
YOL124C	pre_Eukaryota	0.04675	1	0.142	0.392	0	0.005715542	5
YOL125W	N/A	0.13925	11	0.113	0.411	0	0.003811204	2
YOL126C	pre_Eukaryota	0.0242	18	0.186	0.426	0	0.076926307	4
YOL127W	pre_Eukaryota	0.1422	138	0.748	0.418	1	0.067689487	6
YOL128C	Eukaryota	0.1338	16	0.107	0.39	0	0.021568938	4
YOL129W	Fungi	0.0396	12	0.119	0.404	0	0.029472248	4
YOL130W	Fungi	0.06855	16	0.145	0.418	1	0.071571777	4
YOL131W	SCER_S28	0.204033333333	2	0.098	0.432	0	0.027413629	1
YOL132W	Fungi	0.0857333333333	25	0.153	0.381	0	0.032055095	4
YOL133W	Eukaryota	0.0447666666667	62	0.206	0.435	1	0.068536578	6
YOL135C	pre_Eukaryota	0.1334	50	0.089	0.45	1	0.076914013	4
YOL136C	pre_Eukaryota	0.0454	7	0.173	0.359	0	0.038271078	4
YOL137W	SCER_S28	0.1208	6	0.137	0.382	0	0.023841108	3
YOL138C	N/A	0.0905	8	0.128	0.399	0	0.047309546	3
YOL139C	Eukaryota	0.0071	77	0.387	0.401	1	0.618717001	5
YOL140W	pre_Eukaryota	0.0369	1	0.212	0.404	0	NaN	3
YOL141W	N/A	0.1062	0	0.136	0.382	0	0.01446409	3
YOL142W	pre_Eukaryota	0.106033333333	18	0.141	0.406	0	NaN	4
YOL143C	pre_Eukaryota	0.0303666666667	11	0.211	0.432	0	0.170371378	6
YOL144W	SCER_S28	0.1698	10	0.138	0.377	1	0.036302273	4
YOL145C	pre_Eukaryota	0.06615	33	0.187	0.365	0	NaN	4
YOL147C	Eukaryota	0.0764	27	0.149	0.438	0	0.149435852	3
YOL148C	Fungi	0.04695	32	0.111	0.398	0	0.439293438	4
YOL149W	SCER_S28	0.0672666666667	36	0.127	0.352	1	0.067848061	4
YOL151W	pre_Eukaryota	0.08105	3	0.244	0.417	0	0.025943507	4
YOL152W	Eukaryota	0.1438	1	0.142	0.397	0	0.043118233	2
YOL154W	SCER_S28	0.0719	2	0.328	0.42	0	NaN	4
YOL155C	N/A	0.2849	2	0.276	0.47	0	0.025133641	4
YOL157C	N/A	0.0517	1	0.249	0.428	0	NaN	4
YOL158C	N/A	0.0928	1	0.103	0.426	0	0.032980629	3
YOL159C	SCER_S28	0.885	0	0.138	0.355	0	0.03351094	3
YOL161C	N/A	0.0705	1	0.691	0.497	0	NaN	4
YOL164W	N/A	0.159	0	0.118	0.443	0	NaN	0
YOR001W	Eukaryota	0.1386	36	0.127	0.385	0	0.169560007	4
YOR002W	N/A	0.0263	4	0.112	0.39	0	0.109387604	4
YOR003W	pre_Eukaryota	0.13105	2	0.113	0.399	0	0.032376089	3
YOR004W	pre_Eukaryota	0.11745	4	0.143	0.4	1	0.101187006	4
YOR005C	pre_Eukaryota	0.09895	21	0.109	0.375	0	0.026709183	3
YOR006C	pre_Eukaryota	0.0699	3	0.139	0.414	0	0.126820703	3
YOR007C	pre_Eukaryota	0.0667	11	0.192	0.41	0	0.032171613	4
YOR008C	Fungi	0.1324	5	0.102	0.444	0	0.439369208	3
YOR009W	SCER_S28	0.4521	5	0.358	0.472	0	0.02568213	3
YOR010C	SCER_S28	0.1838	0	0.544	0.471	0	0.044065511	4
YOR011W	pre_Eukaryota	0.0503	4	0.196	0.385	0	0.035985175	5
YOR012W	N/A	0.23775	1	0.123	0.421	0	0.062867117	4
YOR014W	Eukaryota	0.0432333333333	23	0.159	0.377	0	0.12656366	5
YOR016C	N/A	0.0666666666667	49	0.179	0.375	0	0.027848283	4
YOR017W	Fungi	0.1577	13	0.128	0.372	0	0.065851068	3
YOR018W	Eukaryota	0.06485	13	0.123	0.388	0	0.024837182	3
YOR019W	N/A	0.13655	2	0.142	0.364	0	0.040845985	3
YOR020C	pre_Eukaryota	0.0227333333333	11	0.317	0.434	1	0.095712563	4
YOR021C	N/A	0.08945	1	0.193	0.39	0	0.165047948	4
YOR022C	N/A	0.0838	1	0.144	0.373	0	0.079656012	4
YOR023C	SCER_S28	0.106266666667	13	0.145	0.426	0	0.03692096	4
YOR025W	pre_Eukaryota	0.0741666666667	5	0.125	0.428	0	0.040542368	4
YOR026W	pre_Eukaryota	0.1341	8	0.133	0.391	0	0.213933518	4
YOR027W	pre_Eukaryota	0.0424	33	0.248	0.418	0	0.223959474	5
YOR028C	SCER_S28	0.153166666667	15	0.123	0.397	0	0.029555285	4
YOR030W	N/A	0.17115	3	0.137	0.357	0	0.082653429	3
YOR032C	Eukaryota	0.109	7	0.132	0.39	0	0.048017583	3
YOR033C	pre_Eukaryota	0.0907	5	0.14	0.384	0	0.015698299	3
YOR034C	pre_Eukaryota	0.1568	5	0.129	0.397	0	0.062398981	3
YOR035C	pre_Eukaryota	0.1088	11	0.128	0.374	0	0.175317346	4
YOR036W	Eukaryota	0.0952666666667	28	0.103	0.392	0	0.160911995	4
YOR037W	pre_Eukaryota	0.2073	6	0.11	0.382	0	0.093319729	4
YOR038C	pre_Eukaryota	0.0847	19	0.13	0.38	0	0.032778152	4
YOR039W	Eukaryota	0.0272333333333	51	0.15	0.385	0	0.040190972	4
YOR040W	pre_Eukaryota	0.1039	2	0.14	0.418	0	0.023424663	3
YOR042W	Fungi	0.158733333333	15	0.146	0.445	0	0.029458303	3
YOR043W	SCER_S28	0.0462	13	0.154	0.39	0	0.042691311	4
YOR044W	N/A	0.15335	1	0.082	0.367	0	0.032164332	3
YOR045W	SCER_S28	0.08285	3	0.301	0.481	0	0.08165606	3
YOR046C	pre_Eukaryota	0.0433	16	0.211	0.377	1	0.094601484	5
YOR047C	SCER_S28	0.0644	28	0.116	0.384	0	0.292954242	4
YOR048C	Eukaryota	0.0505	13	0.164	0.398	1	0.038505175	4
YOR049C	Fungi	0.114	2	0.137	0.398	0	0.012152377	3
YOR051C	Fungi	0.09535	5	0.212	0.385	0	0.114372063	4
YOR052C	N/A	0.0316333333333	7	0.19	0.413	0	0.033156852	4
YOR054C	pre_Eukaryota	0.1128	22	0.134	0.43	0	0.083759162	5
YOR056C	pre_Eukaryota	0.0878	38	0.146	0.421	1	0.039493317	3
YOR057W	Eukaryota	0.158633333333	22	0.161	0.374	1	0.036952642	4
YOR058C	N/A	0.1332	12	0.129	0.353	0	0.050534806	4
YOR059C	Eukaryota	0.0717	4	0.109	0.38	0	0.018769563	3
YOR060C	SCER_S28	0.1304	2	0.093	0.399	1	0.073750121	3
YOR061W	Eukaryota	0.0094	101	0.164	0.394	0	0.1643841	3
YOR062C	Fungi	0.2053	3	0.111	0.394	0	0.028520629	4
YOR063W	pre_Eukaryota	0.0774	163	0.83	0.451	1	0.12867479	5
YOR064C	Eukaryota	0.128033333333	9	0.112	0.406	0	0.026668158	2
YOR065W	pre_Eukaryota	0.0914666666667	11	0.304	0.455	0	0.276282048	6
YOR066W	SCER_S28	0.1568	6	0.125	0.427	0	0.0668192	4
YOR067C	N/A	0.0466	1	0.137	0.363	0	0.005057894	4
YOR069W	pre_Eukaryota	0.14775	18	0.128	0.377	0	0.047529386	4
YOR070C	Eukaryota	0.03535	11	0.121	0.407	0	0.060337444	5
YOR073W	SCER_S28	0.16535	6	0.133	0.379	0	0.250781348	4
YOR074C	pre_Eukaryota	0.0606	5	0.205	0.393	1	0.074192187	3
YOR075W	Fungi	0.119066666667	14	0.152	0.34	1	0.103858217	4
YOR076C	pre_Eukaryota	0.21725	23	0.132	0.348	0	0.037274445	3
YOR077W	N/A	0.159166666667	0	0.118	0.438	1	0.072080434	4
YOR078W	SCER_S28	0.24575	43	0.128	0.393	0	0.17524165	4
YOR079C	pre_Eukaryota	0.04745	3	0.12	0.38	0	0.020981987	4
YOR080W	SCER_S28	0.1197	41	0.113	0.348	0	0.330999009	4
YOR081C	Eukaryota	0.04185	26	0.143	0.417	0	0.038153734	4
YOR083W	N/A	0.0943	25	0.059	0.542	0	0.025925366	2
YOR084W	SCER_S28	0.13475	2	0.085	0.524	0	0.030983785	3
YOR085W	Eukaryota	0.0634	14	0.186	0.425	0	0.09587111	3
YOR087W	SCER_S28	0.0696	4	0.149	0.385	0	0.019380323	3
YOR089C	Eukaryota	0.03195	25	0.148	0.417	0	0.059039916	3
YOR090C	Eukaryota	0.05015	11	0.136	0.396	0	0.052456705	3
YOR092W	N/A	0.0871	12	0.181	0.409	0	0.13755841	3
YOR093C	pre_Eukaryota	0.02845	12	0.136	0.357	0	0.019994589	4
YOR094W	N/A	0.0211666666667	15	0.125	0.384	0	0.032774033	5
YOR095C	pre_Eukaryota	0.06275	7	0.248	0.386	1	0.065165453	4
YOR097C	SCER_S28	0.2498	5	0.086	0.379	0	0.045009001	3
YOR098C	Eukaryota	0.3551	36	0.121	0.42	1	0.060784262	3
YOR099W	N/A	0.0682666666667	8	0.246	0.412	0	0.055945763	5
YOR100C	Eukaryota	0.0511666666667	5	0.131	0.419	0	0.015166919	4
YOR101W	Eukaryota	0.09585	8	0.159	0.394	0	0.030414096	4
YOR103C	Eukaryota	0.1166	11	0.156	0.344	1	0.076549015	4
YOR104W	SCER_S28	0.0992333333333	13	0.124	0.388	0	0.036301119	4
YOR106W	Eukaryota	0.05295	24	0.136	0.402	0	0.115347977	4
YOR107W	Eukaryota	0.25055	7	0.118	0.417	0	0.038830683	2
YOR108W	pre_Eukaryota	0.0343	5	0.248	0.418	0	0.017300076	6
YOR109W	Eukaryota	0.0398	16	0.152	0.383	0	0.159842746	5
YOR110W	Eukaryota	0.09385	20	0.125	0.404	1	0.081187802	4
YOR111W	pre_Eukaryota	0.12105	8	0.146	0.365	0	0.03958746	4
YOR112W	pre_Eukaryota	0.1354	10	0.122	0.38	0	0.063421257	3
YOR113W	N/A	0.1332	9	0.128	0.393	0	0.049648282	3
YOR114W	SCER_S28	0.153333333333	1	0.125	0.367	0	0.038161065	4
YOR115C	Eukaryota	0.0813	16	0.119	0.372	0	0.022233902	3
YOR116C	pre_Eukaryota	0.0206	39	0.208	0.393	1	0.133600315	4
YOR117W	pre_Eukaryota	0.0032	52	0.195	0.412	1	0.088821468	5
YOR118W	Fungi	0.0613666666667	0	0.134	0.374	0	0.020811756	4
YOR119C	pre_Eukaryota	0.0482	14	0.181	0.367	1	0.103459554	4
YOR120W	pre_Eukaryota	0.0735	2	0.209	0.404	0	0.007616578	5
YOR123C	Eukaryota	0.0953	25	0.165	0.406	0	0.128797032	3
YOR124C	Eukaryota	0.07845	21	0.152	0.366	0	0.044234853	4
YOR125C	Eukaryota	0.08995	7	0.168	0.432	0	0.121147763	3
YOR126C	N/A	0.1622	0	0.136	0.403	0	0.222251438	4
YOR127W	pre_Eukaryota	0.0945	21	0.127	0.382	0	0.145573234	5
YOR128C	pre_Eukaryota	0.0308	12	0.179	0.403	0	0.074027242	4
YOR129C	N/A	0.1805	3	0.129	0.371	0	0.162876307	3
YOR130C	N/A	0.0584333333333	1	0.096	0.417	0	0.031931037	4
YOR131C	pre_Eukaryota	0.07445	2	0.093	0.393	0	0.082018921	4
YOR132W	pre_Eukaryota	0.1468	15	0.14	0.405	0	0.028599655	3
YOR133W	N/A	0.0536	56	0.804	0.445	0	0.022005264	5
YOR134W	pre_Eukaryota	0.1342	5	0.118	0.389	0	0.031020222	3
YOR136W	pre_Eukaryota	0.0274	31	0.245	0.408	0	0.298466418	6
YOR137C	N/A	0.0830333333333	3	0.125	0.365	0	0.028825825	4
YOR138C	SCER_S28	0.10605	10	0.11	0.449	0	0.037953631	3
YOR140W	Eukaryota	0.1214	13	0.127	0.455	0	0.004777758	4
YOR141C	Eukaryota	0.0503	36	0.151	0.388	0	0.173470387	4
YOR142W	pre_Eukaryota	0.02665	6	0.239	0.418	0	0.097296184	6
YOR143C	pre_Eukaryota	0.10005	1	0.163	0.348	1	0.071787824	4
YOR144C	pre_Eukaryota	0.16035	7	0.134	0.368	0	0.023169511	4
YOR145C	pre_Eukaryota	0.0959	30	0.165	0.422	1	0.072379688	5
YOR147W	Fungi	0.1254	5	0.132	0.35	0	0.070754035	3
